Gini Coefficient [-],Solar [GW],Onshore Wind [GW],Offshore Wind [GW],Hydrogen Storage (168h) [GW],Battery Storage (6h) [GW],Transmission Expansion [TWkm],Cost Penalty [%]
0.6475297511388829,546.977,296.91,407.139,162.076,35.789,380.5140301481122,6.0
0.7498238457805565,384.105,317.113,359.568,117.235,45.214,969.8386252341764,6.0
0.6990756717430944,499.111,0.0,584.392,123.839,67.495,598.6805695602163,7.000000000000001
0.7179500792769553,339.739,961.269,52.415000000000006,122.179,38.569,580.2093417129437,7.000000000000001
0.822435003520573,6.268,372.15,464.848,159.73,2.946,615.9815634867732,7.000000000000001
0.6385684058318806,1089.119,254.198,295.11699999999996,132.449,63.115,516.6010517598882,7.000000000000001
0.7073410587406528,864.926,74.433,401.96999999999997,155.433,83.796,566.4716544779028,7.000000000000001
0.7158839987674941,206.391,898.883,148.266,116.517,21.876,572.0317122802095,7.000000000000001
0.7086171063313388,541.36,882.324,16.230999999999998,143.077,50.35,590.6256342963936,7.000000000000001
0.73079484014828,217.961,25.633,697.405,113.29,37.903,567.6107909748441,7.000000000000001
0.6825913905475371,415.749,398.577,369.38,149.186,0.0,615.3532417446853,7.000000000000001
0.7398030471588557,498.729,254.785,378.887,80.418,235.687,553.9681075847266,7.000000000000001
0.7149994509774955,533.312,273.748,413.817,50.443,170.718,624.3577570876087,7.000000000000001
0.7718995942704637,444.936,335.284,313.781,255.298,0.001,515.3758745408273,7.000000000000001
0.7551217596314413,230.488,516.452,384.365,98.515,4.383,637.2362007277396,7.000000000000001
0.7616032321579074,534.007,256.011,346.706,129.855,204.939,515.8900184932244,7.000000000000001
0.6249891402716705,563.374,311.47,403.363,166.041,34.469,371.64365732776605,7.000000000000001
0.7469102392726166,374.432,330.499,349.832,113.372,46.576,1010.1018734463347,7.000000000000001
0.6915948979500925,520.061,0.0,587.778,119.416,72.48,609.0827409190391,8.0
0.7111272946988959,320.597,1009.149,39.476,121.491,37.129,578.9692586696096,8.0
0.8085981719762585,0.0,358.374,482.33799999999997,159.496,5.149,623.4919401395715,8.0
0.6348820981675659,1149.601,251.669,290.842,132.67,64.325,515.1666917717112,8.0
0.702230309680011,906.791,71.847,395.369,159.44,90.875,565.3190568248702,8.0
0.7155047686948105,199.7,949.868,129.643,116.494,21.315,571.3553215886403,8.0
0.7089985623496613,542.345,910.518,0.993,149.877,51.204,586.1184320722607,8.0
0.7312734126932772,206.385,19.798,715.6800000000001,112.918,38.428,567.4666193530688,8.0
0.6764215192481418,421.902,408.941,373.179,146.413,0.0,620.334096291507,8.0
0.7407778870000041,497.78,253.711,379.904,77.781,256.768,553.3180073072009,8.0
0.7119257777479493,556.762,266.889,416.696,46.235,186.178,625.0239702613934,8.0
0.7718465947546267,447.3,336.91,311.243,266.766,0.002,512.207936034478,8.0
0.7622354033124427,231.05,530.722,387.721,97.012,3.06,637.4418665021776,8.0
0.7616584325822395,537.05,255.993,345.256,129.204,224.865,514.2218192864807,8.0
0.6042027465111837,577.291,329.384,397.93600000000004,169.554,33.981,364.1815173653347,8.0
0.7499135384567213,366.317,334.109,347.70000000000005,110.713,47.673,1037.6783356527176,8.0
0.6875403251610002,537.318,0.0,591.196,114.94,81.629,613.5837680942761,9.0
0.7075082393866066,306.131,1053.384,28.573,120.79,36.761,577.2069543915118,9.0
0.7985333238155263,0.0,377.602,480.876,155.096,10.203,630.9068791973904,9.0
0.6304968440667137,1208.259,248.792,287.346,132.85,65.461,514.0583304698944,9.0
0.6966848331501301,950.246,70.009,388.16499999999996,163.335,97.577,564.4865145855536,9.0
0.717348021206367,187.793,992.679,117.721,116.623,19.75,569.7895938975614,9.0
0.6953486544632581,549.465,924.797,0.0,144.813,53.19,599.7007314395294,9.0
0.7294907011517155,197.264,14.556,733.064,113.326,38.326,566.6692394702959,9.0
0.6596544944559986,469.303,406.388,369.673,153.17,0.0,608.5888999984957,9.0
0.7397685720706629,497.158,254.687,379.55600000000004,75.275,277.604,552.5023309306508,9.0
0.7128862402923883,577.394,262.24,419.501,42.404,200.672,626.1754724219694,9.0
0.7727491964471433,449.413,338.277,308.936,278.051,0.003,509.43641675098263,9.0
0.7662985710471986,233.159,543.587,391.349,96.068,1.572,635.5025436295233,9.0
0.7614730470850521,539.346,256.504,343.764,128.501,244.686,512.462630514745,9.0
0.590484335347234,591.486,344.899,393.5,173.034,34.617,357.83513935854995,9.0
0.7591273466010893,357.371,338.593,345.29499999999996,109.827,47.938,1060.2687929614308,9.0
0.6837002012828428,548.47,0.0,596.5609999999999,108.146,93.331,624.3546711262594,10.0
0.7041846224866171,289.025,1093.776,20.639,120.528,34.823,573.9322653516017,10.0
0.7931759835660073,0.0,401.052,475.08000000000004,149.907,19.443,634.8461738515448,10.0
0.6272856783330396,1265.544,244.448,285.23,132.827,66.595,513.3256987062842,10.0
0.6916280895776699,991.87,68.206,381.651,166.959,104.137,563.7741573984429,10.0
0.7189812202308212,178.375,1034.418,105.585,116.564,18.03,568.6653627740852,10.0
0.6841956661757672,563.84,936.467,0.0,138.294,59.172,608.967106742216,10.0
0.7290947815850047,189.471,10.419,749.779,114.243,37.473,563.7948175746116,10.0
0.6614221424468756,439.548,431.714,377.773,142.795,0.0,624.3702884259126,10.0
0.7389904093768458,496.875,256.07,378.871,72.824,298.498,551.9607909637372,10.0
0.7070880540496036,599.613,262.182,420.77,38.854,213.167,624.9697747971497,10.0
0.7714511401640103,453.595,342.909,304.59499999999997,289.169,0.002,505.81730249337676,10.0
0.7692496532507218,231.303,559.989,394.36800000000005,94.683,0.722,632.9818892967238,10.0
0.7621341243088189,540.165,256.525,343.078,127.383,264.782,510.99617126806567,10.0
0.5741366907560264,603.455,360.626,389.599,176.609,34.127,352.40726486750646,10.0
0.7606569509590766,354.269,338.349,346.086,109.263,47.826,1081.1617992394783,10.0
